epoch,train-loss,learning-rate
0,4.8265843,0.001
1,5.2550797,0.001
2,5.3272133,0.001
3,5.3323007,0.001
4,5.3816123,0.001
5,5.5314355,0.001
6,5.473942,0.001
7,5.5493736,0.001
8,5.5292077,0.001
9,5.571172,0.001
10,5.580292,0.001
11,5.5571475,0.001
12,5.563191,0.001
13,5.561559,0.001
14,5.5222406,0.001
15,5.509109,0.001
16,5.559023,0.001
17,5.5878057,0.001
18,5.54564,0.001
19,5.596366,0.001
20,5.5253854,0.001
21,5.5344205,0.001
22,5.5219984,0.001
23,5.551441,0.001
24,5.589366,0.001
25,5.52626,0.001
26,5.607698,0.001
27,5.5292134,0.001
28,5.5319095,0.001
29,5.6081624,0.001
30,5.5826077,0.001
31,5.576082,0.001
32,5.517974,0.001
33,5.6435046,0.001
34,5.581609,0.001
35,5.556957,0.001
36,5.5756373,0.001
37,5.57602,0.001
38,5.513626,0.001
39,5.5941253,0.001
40,5.538232,0.001
41,5.597382,0.001
42,5.597842,0.001
43,5.52619,0.001
44,5.5641804,0.001
45,5.6004124,0.001
46,5.5762067,0.001
47,5.5706706,0.001
48,5.579308,0.001
49,5.5401487,0.001
50,5.569802,0.001
51,5.556887,0.001
52,5.556312,0.001
53,5.554361,0.001
54,5.5972986,0.001
55,5.52128,0.001
56,5.5975842,0.001
57,5.5531216,0.001
58,5.5411544,0.001
59,5.5278187,0.001
60,5.5679107,0.001
61,5.563066,0.001
62,5.5056114,0.001
63,5.5001416,0.001
64,5.476743,0.001
65,5.5215197,0.001
66,5.4371624,0.001
67,5.464837,0.001
68,5.485791,0.001
69,5.5476513,0.001
70,5.4810886,0.001
71,5.4874926,0.001
72,5.4685526,0.001
73,5.460425,0.001
74,5.4754424,0.001
75,5.4735613,0.001
76,5.4965053,0.001
77,5.421287,0.001
78,5.424035,0.001
79,5.420128,0.001
80,5.4671817,0.001
81,5.4346485,0.001
82,5.391526,0.001
83,5.472903,0.001
84,5.4558444,0.001
85,5.4571915,0.001
86,5.448672,0.001
87,5.464536,0.001
88,5.430582,0.001
89,5.462666,0.001
90,5.4475107,0.001
91,5.4448457,0.001
92,5.399112,0.001
93,5.4149656,0.001
94,5.3682084,0.001
95,5.3955073,0.001
96,5.356134,0.001
97,5.36699,0.001
98,5.4039907,0.001
99,5.384685,0.001
100,5.3731565,0.001
101,5.3173933,0.001
102,5.3350987,0.001
103,5.3683906,0.001
104,5.264155,0.001
105,5.3021145,0.001
106,5.363186,0.001
107,5.388477,0.001
108,5.295043,0.001
109,5.331802,0.001
110,5.3068247,0.001
111,5.2038074,0.001
112,5.192028,0.001
113,5.284554,0.001
114,5.2460055,0.001
115,5.2535496,0.001
116,5.217848,0.001
117,5.252227,0.001
118,5.2451935,0.001
119,5.194806,0.001
120,5.2154245,0.001
121,5.2016373,0.001
122,5.1463313,0.001
123,5.183243,0.001
124,5.1669254,0.001
125,5.186523,0.001
126,5.1828218,0.001
127,5.1900163,0.001
128,5.185916,0.001
129,5.137205,0.001
130,5.1170154,0.001
131,5.2112513,0.001
132,5.1746283,0.001
133,5.1953,0.001
134,5.1214333,0.001
135,5.1570754,0.001
136,5.106504440307617,0.001
137,5.033919811248779,0.001
138,5.082233905792236,0.001
139,5.1008734703063965,0.001
140,5.052067756652832,0.001
141,5.152701377868652,0.001
142,5.034558296203613,0.001
143,5.069756984710693,0.001
144,5.009596347808838,0.001
145,5.04817008972168,0.001
146,4.9920573234558105,0.001
147,4.933562755584717,0.001
148,4.9377641677856445,0.001
149,4.893191814422607,0.001
150,4.878635406494141,0.001
151,4.838013648986816,0.001
152,4.918512344360352,0.001
153,4.90382194519043,0.001
154,4.850450038909912,0.001
155,4.885097980499268,0.001
156,4.8205132484436035,0.001
157,4.783369541168213,0.001
158,4.815752983093262,0.001
159,4.8673095703125,0.001
160,4.844779014587402,0.001
161,4.838783264160156,0.001
162,4.871076583862305,0.001
163,4.720530986785889,0.001
164,4.7296881675720215,0.001
165,4.776392459869385,0.001
166,4.770063877105713,0.001
167,4.753354549407959,0.001
168,4.623852729797363,0.001
169,4.764749526977539,0.001
170,4.7124433517456055,0.001
171,4.6994242668151855,0.001
172,4.6685261726379395,0.001
173,4.649744033813477,0.001
174,4.655637741088867,0.001
175,4.653353214263916,0.001
176,4.597021579742432,0.001
177,4.63277006149292,0.001
178,4.60324764251709,0.001
179,4.52735710144043,0.001
180,4.53682804107666,0.001
181,4.547702789306641,0.001
182,4.499969959259033,0.001
183,4.484959602355957,0.001
184,4.511359691619873,0.001
185,4.424741744995117,0.001
186,4.4778361320495605,0.001
187,4.4148101806640625,0.001
188,4.488523006439209,0.001
189,4.356801986694336,0.001
190,4.462767124176025,0.001
191,4.346249103546143,0.001
192,4.439059734344482,0.001
193,4.414729595184326,0.001
194,4.371745586395264,0.001
195,4.3508148193359375,0.001
196,4.330195426940918,0.001
197,4.396881580352783,0.001
198,4.327869892120361,0.001
199,4.353073596954346,0.001
200,4.28940486907959,0.001
201,4.337448596954346,0.001
202,4.263303279876709,0.001
203,4.289118766784668,0.001
204,4.232194900512695,0.001
205,4.34032678604126,0.001
206,4.220765113830566,0.001
207,4.222907066345215,0.001
208,4.247288703918457,0.001
209,4.137721061706543,0.001
210,4.1611647605896,0.001
211,4.180093765258789,0.001
212,4.232791423797607,0.001
213,4.09411096572876,0.001
214,4.123279094696045,0.001
215,4.080600738525391,0.001
216,4.097381591796875,0.001
217,4.093814849853516,0.001
218,4.029034614562988,0.001
219,4.132455348968506,0.001
220,4.092782497406006,0.001
221,4.15209436416626,0.001
222,4.129180431365967,0.001
223,4.098215579986572,0.001
224,4.112969875335693,0.001
225,4.090508460998535,0.001
226,4.010356426239014,0.001
227,4.000758171081543,0.001
228,3.9486160278320312,0.001
229,3.9745891094207764,0.001
230,3.9413843154907227,0.001
231,3.9655935764312744,0.001
232,3.9918246269226074,0.001
233,4.018895626068115,0.001
234,4.071051597595215,0.001
235,3.974536657333374,0.001
236,4.023281097412109,0.001
237,3.8565235137939453,0.001
238,3.9152584075927734,0.001
239,3.9522414207458496,0.001
240,3.861964702606201,0.001
241,3.9488179683685303,0.001
242,3.8789660930633545,0.001
243,3.9437928199768066,0.001
244,3.8940415382385254,0.001
245,3.9521193504333496,0.001
246,3.8295631408691406,0.001
247,3.7647855281829834,0.001
248,3.6536178588867188,0.001
249,3.762848377227783,0.001
250,3.833927869796753,0.001
251,3.8229382038116455,0.001
252,3.79270076751709,0.001
253,3.764967203140259,0.001
254,3.787642478942871,0.001
255,3.6828370094299316,0.001
256,3.7091076374053955,0.001
257,3.679198980331421,0.001
258,3.628539800643921,0.001
